method,task,regime,mean_success_rate,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,ci95_success_rate,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,groups
observed_only_planner,payload_handover,contact_mode_flip,0.309524,0.184917,0.405882,0.378412,0.140397,0.071879,0.159741,0.026376,0.007339,0.005075,0.003941,0.002398,0.003780,0.001957,7
observed_only_planner,payload_handover,friction_shift,0.376984,0.200269,0.376094,0.361282,0.131818,0.069057,0.148560,0.032225,0.006645,0.002076,0.003840,0.001793,0.002643,0.000874,7
observed_only_planner,payload_handover,nominal,0.472222,0.222523,0.345692,0.319511,0.114305,0.064822,0.128410,0.034125,0.004972,0.005890,0.002409,0.002258,0.003268,0.001842,7
observed_only_planner,payload_handover,occlusion_persistence,0.359127,0.184917,0.392427,0.372434,0.136868,0.068914,0.155275,0.040039,0.005929,0.002247,0.004093,0.002255,0.002633,0.004191,7
observed_only_planner,payload_handover,payload_shift,0.291667,0.180809,0.408910,0.385679,0.140755,0.071761,0.162856,0.050054,0.004278,0.003675,0.007321,0.001643,0.003094,0.003316,7
observed_only_planner,peg_insert_with_lag,actuator_lag,0.299603,0.179126,0.402455,0.378496,0.140254,0.070616,0.155884,0.051396,0.009523,0.005012,0.002738,0.002323,0.002730,0.001329,7
observed_only_planner,peg_insert_with_lag,combined_hidden_mechanisms,0.194444,0.152783,0.447672,0.431051,0.157138,0.075595,0.180863,0.022227,0.006483,0.005022,0.003029,0.001656,0.001249,0.002644,7
observed_only_planner,peg_insert_with_lag,compliance_shift,0.317460,0.179359,0.394094,0.373093,0.138490,0.068830,0.150925,0.029360,0.005363,0.003786,0.004389,0.001567,0.002113,0.001429,7
observed_only_planner,peg_insert_with_lag,contact_mode_flip,0.285714,0.169868,0.407295,0.389127,0.141991,0.071147,0.160904,0.043998,0.007787,0.004342,0.002985,0.002338,0.004038,0.002767,7
observed_only_planner,peg_insert_with_lag,friction_shift,0.353175,0.189969,0.383681,0.363778,0.132308,0.066522,0.146540,0.047097,0.004133,0.001896,0.002964,0.002431,0.001624,0.001662,7
observed_only_planner,peg_insert_with_lag,nominal,0.454365,0.210101,0.348429,0.324625,0.120741,0.060969,0.126962,0.041885,0.008538,0.004873,0.004816,0.002716,0.003172,0.002342,7
observed_only_planner,peg_insert_with_lag,occlusion_persistence,0.297619,0.184566,0.395291,0.375310,0.136606,0.068900,0.153863,0.048934,0.007051,0.002760,0.002278,0.003507,0.003737,0.001955,7
observed_only_planner,peg_insert_with_lag,payload_shift,0.253968,0.172622,0.414301,0.393951,0.147414,0.073165,0.162142,0.041461,0.007939,0.003774,0.003398,0.003021,0.002602,0.002937,7
oracle_mechanism_audit,cluttered_navigation_grasp,actuator_lag,0.819444,0.837322,0.078917,0.065832,0.040027,0.204887,0.042154,0.034638,0.005394,0.003209,0.003481,0.001691,0.002936,0.002488,7
oracle_mechanism_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,0.805556,0.826105,0.084398,0.078187,0.041626,0.212056,0.046583,0.027222,0.007534,0.003002,0.004289,0.002137,0.002945,0.001757,7
oracle_mechanism_audit,cluttered_navigation_grasp,compliance_shift,0.825397,0.835714,0.069603,0.068643,0.039256,0.202435,0.043188,0.036550,0.008083,0.004174,0.004871,0.002111,0.004367,0.002196,7
oracle_mechanism_audit,cluttered_navigation_grasp,contact_mode_flip,0.821429,0.830972,0.074985,0.073358,0.038705,0.204556,0.040027,0.019183,0.005576,0.005332,0.004526,0.003027,0.004327,0.001429,7
oracle_mechanism_audit,cluttered_navigation_grasp,friction_shift,0.843254,0.837902,0.071948,0.062844,0.036070,0.203597,0.039684,0.037436,0.006501,0.002387,0.001700,0.000842,0.002084,0.002159,7
oracle_mechanism_audit,cluttered_navigation_grasp,nominal,0.851190,0.850006,0.069048,0.058562,0.033580,0.194801,0.037041,0.038367,0.006578,0.003726,0.004179,0.003230,0.003361,0.002776,7
oracle_mechanism_audit,cluttered_navigation_grasp,occlusion_persistence,0.843254,0.839469,0.072996,0.068383,0.037770,0.202084,0.040655,0.037436,0.002902,0.003839,0.003742,0.001753,0.003036,0.002865,7
oracle_mechanism_audit,cluttered_navigation_grasp,payload_shift,0.807540,0.832484,0.076617,0.072239,0.037428,0.205715,0.043408,0.045407,0.008455,0.004257,0.003824,0.002763,0.004244,0.001601,7
oracle_mechanism_audit,deformable_bin_pick,actuator_lag,0.815476,0.827825,0.074455,0.070469,0.039617,0.203410,0.040962,0.018515,0.007550,0.002782,0.002054,0.002280,0.002347,0.001923,7
oracle_mechanism_audit,deformable_bin_pick,combined_hidden_mechanisms,0.771825,0.814204,0.083355,0.076259,0.042950,0.212515,0.046239,0.047470,0.005609,0.004852,0.002227,0.002802,0.003751,0.001804,7
oracle_mechanism_audit,deformable_bin_pick,compliance_shift,0.817460,0.834105,0.074123,0.072908,0.038773,0.205433,0.039940,0.035358,0.008171,0.004075,0.003616,0.001262,0.002971,0.000623,7
oracle_mechanism_audit,deformable_bin_pick,contact_mode_flip,0.789683,0.832514,0.074083,0.071454,0.041094,0.206488,0.042144,0.036825,0.005896,0.004596,0.003221,0.002346,0.002961,0.003083,7
oracle_mechanism_audit,deformable_bin_pick,friction_shift,0.843254,0.837381,0.070314,0.067097,0.038051,0.201536,0.039514,0.023548,0.005574,0.003462,0.001839,0.001883,0.003873,0.001266,7
oracle_mechanism_audit,deformable_bin_pick,nominal,0.853175,0.849495,0.064059,0.062669,0.033882,0.193970,0.036708,0.039340,0.004771,0.004279,0.004612,0.002704,0.002882,0.002455,7
oracle_mechanism_audit,deformable_bin_pick,occlusion_persistence,0.819444,0.835848,0.076244,0.070605,0.039665,0.203477,0.041672,0.029102,0.005232,0.002110,0.003598,0.001475,0.003777,0.002562,7
oracle_mechanism_audit,deformable_bin_pick,payload_shift,0.807540,0.830266,0.075330,0.070258,0.040667,0.206352,0.043213,0.017246,0.005351,0.002640,0.002970,0.001412,0.001571,0.001939,7
oracle_mechanism_audit,drawer_contact_repair,actuator_lag,0.875000,0.837737,0.068725,0.068170,0.038852,0.205315,0.041047,0.024493,0.009284,0.003108,0.002765,0.002910,0.003071,0.001639,7
oracle_mechanism_audit,drawer_contact_repair,combined_hidden_mechanisms,0.843254,0.829256,0.077913,0.077572,0.041887,0.212237,0.045448,0.033977,0.008896,0.005157,0.005878,0.001876,0.002854,0.002228,7
oracle_mechanism_audit,drawer_contact_repair,compliance_shift,0.857143,0.841638,0.067402,0.061877,0.035874,0.205184,0.039335,0.031273,0.002610,0.003981,0.003322,0.002940,0.003836,0.001728,7
oracle_mechanism_audit,drawer_contact_repair,contact_mode_flip,0.797619,0.837654,0.070157,0.067673,0.036015,0.208325,0.043123,0.019574,0.004323,0.004348,0.003593,0.001269,0.002909,0.001767,7
oracle_mechanism_audit,drawer_contact_repair,friction_shift,0.863095,0.843662,0.064896,0.062882,0.035845,0.202505,0.038924,0.036343,0.009266,0.003385,0.004150,0.002295,0.001749,0.002353,7
oracle_mechanism_audit,drawer_contact_repair,nominal,0.871032,0.854796,0.056349,0.056015,0.033675,0.196087,0.035408,0.029532,0.007168,0.003292,0.005839,0.001137,0.002915,0.002587,7
oracle_mechanism_audit,drawer_contact_repair,occlusion_persistence,0.825397,0.839309,0.067585,0.062492,0.034503,0.203257,0.042149,0.032459,0.009210,0.003540,0.003113,0.001842,0.002326,0.001600,7
oracle_mechanism_audit,drawer_contact_repair,payload_shift,0.797619,0.842306,0.072885,0.068206,0.036841,0.204863,0.041360,0.022113,0.008194,0.003143,0.003848,0.001787,0.003616,0.001573,7
oracle_mechanism_audit,occluded_push_recovery,actuator_lag,0.803571,0.832335,0.072317,0.071948,0.037975,0.202537,0.042915,0.032225,0.004638,0.003089,0.003539,0.002564,0.003013,0.003688,7
oracle_mechanism_audit,occluded_push_recovery,combined_hidden_mechanisms,0.807540,0.821520,0.078983,0.077440,0.043505,0.212345,0.046871,0.054583,0.006410,0.004264,0.003366,0.002694,0.003744,0.001742,7
oracle_mechanism_audit,occluded_push_recovery,compliance_shift,0.855159,0.831030,0.069398,0.065067,0.036242,0.202311,0.040069,0.037971,0.008959,0.003496,0.003941,0.002817,0.002186,0.002643,7
oracle_mechanism_audit,occluded_push_recovery,contact_mode_flip,0.795635,0.834067,0.076373,0.069954,0.037783,0.204593,0.042738,0.037904,0.006832,0.004867,0.002700,0.002812,0.003085,0.002844,7
oracle_mechanism_audit,occluded_push_recovery,friction_shift,0.831349,0.833586,0.067504,0.064423,0.036432,0.200311,0.040432,0.029360,0.010290,0.001575,0.002758,0.002477,0.003459,0.001661,7
oracle_mechanism_audit,occluded_push_recovery,nominal,0.853175,0.845671,0.064666,0.059402,0.033156,0.195437,0.033262,0.037030,0.009890,0.003865,0.003603,0.001214,0.002164,0.003280,7
oracle_mechanism_audit,occluded_push_recovery,occlusion_persistence,0.847222,0.836403,0.070899,0.070285,0.037133,0.204216,0.042019,0.042005,0.007905,0.001781,0.005116,0.003246,0.003416,0.001853,7
oracle_mechanism_audit,occluded_push_recovery,payload_shift,0.785714,0.827594,0.071121,0.067714,0.039340,0.205738,0.044074,0.044397,0.004375,0.004255,0.002746,0.002682,0.004303,0.001743,7
oracle_mechanism_audit,payload_handover,actuator_lag,0.819444,0.841703,0.067296,0.067479,0.036847,0.205756,0.040813,0.024493,0.009724,0.004600,0.003317,0.002997,0.004496,0.001922,7
oracle_mechanism_audit,payload_handover,combined_hidden_mechanisms,0.807540,0.821647,0.079362,0.075660,0.042421,0.212655,0.046589,0.026849,0.011529,0.003388,0.002154,0.003169,0.002836,0.003161,7
oracle_mechanism_audit,payload_handover,compliance_shift,0.855159,0.846650,0.068287,0.063237,0.035319,0.202050,0.040006,0.024390,0.007029,0.004940,0.004082,0.001160,0.003169,0.002313,7
oracle_mechanism_audit,payload_handover,contact_mode_flip,0.857143,0.832361,0.071955,0.067180,0.037876,0.205861,0.041997,0.031273,0.006218,0.003129,0.002514,0.003067,0.001491,0.001724,7
oracle_mechanism_audit,payload_handover,friction_shift,0.843254,0.848325,0.067681,0.064449,0.036680,0.200980,0.039574,0.027681,0.007546,0.002876,0.003201,0.002438,0.002395,0.001847,7
oracle_mechanism_audit,payload_handover,nominal,0.876984,0.851653,0.059384,0.056041,0.032439,0.193527,0.036600,0.027499,0.008300,0.002902,0.001786,0.002130,0.001920,0.001915,7
oracle_mechanism_audit,payload_handover,occlusion_persistence,0.809524,0.840434,0.071268,0.066425,0.038251,0.204301,0.042481,0.018515,0.008124,0.003974,0.004337,0.001175,0.002907,0.002346,7
oracle_mechanism_audit,payload_handover,payload_shift,0.817460,0.836903,0.074406,0.067968,0.038417,0.208948,0.043924,0.034856,0.008696,0.004069,0.004876,0.001952,0.004050,0.001790,7
oracle_mechanism_audit,peg_insert_with_lag,actuator_lag,0.809524,0.831330,0.078767,0.071579,0.040256,0.204018,0.042154,0.034492,0.008937,0.003971,0.002133,0.001352,0.002422,0.003050,7
oracle_mechanism_audit,peg_insert_with_lag,combined_hidden_mechanisms,0.785714,0.813552,0.083948,0.079045,0.043166,0.214405,0.045944,0.044793,0.002627,0.003891,0.001903,0.001669,0.002493,0.002460,7
oracle_mechanism_audit,peg_insert_with_lag,compliance_shift,0.789683,0.840185,0.078458,0.071651,0.038965,0.205617,0.039509,0.017246,0.010686,0.003164,0.001613,0.001915,0.002188,0.001577,7
oracle_mechanism_audit,peg_insert_with_lag,contact_mode_flip,0.801587,0.834962,0.078425,0.075351,0.039491,0.203232,0.041662,0.030123,0.004870,0.005786,0.002544,0.001771,0.003209,0.001013,7
oracle_mechanism_audit,peg_insert_with_lag,friction_shift,0.811508,0.836069,0.070249,0.070140,0.037997,0.202247,0.040988,0.015556,0.006224,0.002871,0.002398,0.001744,0.003131,0.002550,7
oracle_mechanism_audit,peg_insert_with_lag,nominal,0.859127,0.848903,0.062688,0.063896,0.035815,0.197242,0.032645,0.028753,0.006792,0.003562,0.002742,0.002222,0.004667,0.002806,7
oracle_mechanism_audit,peg_insert_with_lag,occlusion_persistence,0.833333,0.835284,0.071845,0.073319,0.038420,0.205411,0.040738,0.023007,0.003130,0.002960,0.004914,0.002836,0.001781,0.003334,7
oracle_mechanism_audit,peg_insert_with_lag,payload_shift,0.779762,0.828611,0.079748,0.073664,0.041722,0.205750,0.044908,0.028753,0.009163,0.003567,0.002424,0.003795,0.003790,0.001422,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,0.730159,0.702113,0.139248,0.123623,0.062196,0.244713,0.060881,0.019574,0.007845,0.004911,0.003168,0.002301,0.002557,0.001242,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,0.672619,0.671860,0.155311,0.142003,0.069642,0.254696,0.069442,0.032998,0.012728,0.001819,0.004604,0.002291,0.001431,0.001820,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,0.676587,0.704825,0.135510,0.122019,0.062515,0.238757,0.060492,0.034492,0.006884,0.003669,0.002469,0.002783,0.001917,0.001283,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,0.734127,0.701695,0.137743,0.129438,0.063082,0.245544,0.063709,0.046559,0.004900,0.003282,0.003771,0.001430,0.001980,0.002652,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,0.744048,0.710005,0.133864,0.119805,0.059368,0.238397,0.059682,0.045185,0.006749,0.005523,0.002885,0.002234,0.001643,0.002748,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,nominal,0.779762,0.731352,0.120017,0.109635,0.054044,0.230350,0.051887,0.044226,0.006061,0.004710,0.002767,0.001674,0.001595,0.001975,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,0.650794,0.704336,0.135897,0.125874,0.063377,0.239916,0.060953,0.046559,0.006186,0.003712,0.003746,0.001214,0.002235,0.001553,7
proposed_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,0.698413,0.692630,0.137764,0.131779,0.063284,0.244713,0.063115,0.030703,0.009481,0.003906,0.004008,0.001757,0.002626,0.001309,7
proposed_failed_rollout_audit,deformable_bin_pick,actuator_lag,0.692460,0.700376,0.137102,0.124574,0.063692,0.240937,0.060741,0.032225,0.003864,0.005360,0.002933,0.002389,0.001849,0.000960,7
proposed_failed_rollout_audit,deformable_bin_pick,combined_hidden_mechanisms,0.676587,0.673643,0.154957,0.143308,0.070999,0.250271,0.068755,0.043940,0.007712,0.003251,0.003693,0.002968,0.003619,0.003119,7
proposed_failed_rollout_audit,deformable_bin_pick,compliance_shift,0.726190,0.712987,0.134973,0.125205,0.060489,0.239031,0.057941,0.022787,0.007207,0.003159,0.003564,0.001956,0.002667,0.002009,7
proposed_failed_rollout_audit,deformable_bin_pick,contact_mode_flip,0.688492,0.693355,0.144412,0.130960,0.063706,0.243573,0.061941,0.056311,0.004954,0.004431,0.004343,0.001175,0.003047,0.002044,7
proposed_failed_rollout_audit,deformable_bin_pick,friction_shift,0.734127,0.702659,0.132754,0.121125,0.059614,0.236212,0.058325,0.037301,0.007656,0.003735,0.001800,0.003493,0.003472,0.001008,7
proposed_failed_rollout_audit,deformable_bin_pick,nominal,0.755952,0.729698,0.117375,0.109196,0.054481,0.228983,0.050341,0.064490,0.006197,0.002787,0.002509,0.001331,0.003304,0.003136,7
proposed_failed_rollout_audit,deformable_bin_pick,occlusion_persistence,0.710317,0.702468,0.135741,0.124981,0.061300,0.241319,0.061690,0.021769,0.008299,0.003503,0.002642,0.002172,0.004241,0.002633,7
proposed_failed_rollout_audit,deformable_bin_pick,payload_shift,0.674603,0.700232,0.139674,0.127423,0.066163,0.245625,0.065479,0.038433,0.007152,0.003605,0.003731,0.002166,0.003212,0.002162,7
proposed_failed_rollout_audit,drawer_contact_repair,actuator_lag,0.746032,0.715667,0.131767,0.119922,0.061771,0.244263,0.060865,0.041885,0.007850,0.004508,0.003729,0.001970,0.003208,0.002472,7
proposed_failed_rollout_audit,drawer_contact_repair,combined_hidden_mechanisms,0.670635,0.690053,0.150132,0.136513,0.066594,0.253654,0.069131,0.037904,0.011305,0.004522,0.005561,0.001587,0.001867,0.003192,7
proposed_failed_rollout_audit,drawer_contact_repair,compliance_shift,0.748016,0.712250,0.130865,0.119886,0.060153,0.239148,0.060649,0.026184,0.005541,0.002441,0.003925,0.001308,0.002188,0.001834,7
proposed_failed_rollout_audit,drawer_contact_repair,contact_mode_flip,0.732143,0.703799,0.135542,0.122401,0.063428,0.241794,0.063250,0.045904,0.007928,0.002408,0.002569,0.001973,0.002704,0.002847,7
proposed_failed_rollout_audit,drawer_contact_repair,friction_shift,0.781746,0.710353,0.124864,0.111233,0.058693,0.239340,0.059788,0.037904,0.011971,0.002959,0.002762,0.002030,0.002148,0.002495,7
proposed_failed_rollout_audit,drawer_contact_repair,nominal,0.805556,0.733446,0.110646,0.101621,0.050308,0.229556,0.051972,0.024493,0.008897,0.002872,0.003108,0.001562,0.002092,0.002720,7
proposed_failed_rollout_audit,drawer_contact_repair,occlusion_persistence,0.730159,0.706587,0.131897,0.121202,0.061728,0.239428,0.059938,0.037030,0.004751,0.004574,0.002364,0.001667,0.002535,0.002118,7
proposed_failed_rollout_audit,drawer_contact_repair,payload_shift,0.710317,0.704625,0.136142,0.124255,0.062028,0.244197,0.061542,0.057111,0.007455,0.002071,0.003146,0.000984,0.002044,0.001528,7
proposed_failed_rollout_audit,occluded_push_recovery,actuator_lag,0.734127,0.705852,0.137840,0.125586,0.064043,0.242513,0.061731,0.031673,0.004340,0.003763,0.003406,0.001304,0.002501,0.001941,7
proposed_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,0.648810,0.682214,0.153523,0.145773,0.069967,0.255745,0.070848,0.019444,0.006152,0.004362,0.003444,0.001275,0.002921,0.002291,7
proposed_failed_rollout_audit,occluded_push_recovery,compliance_shift,0.710317,0.715391,0.134622,0.120284,0.060362,0.241216,0.060943,0.035358,0.010573,0.003929,0.003459,0.001755,0.002335,0.001667,7
proposed_failed_rollout_audit,occluded_push_recovery,contact_mode_flip,0.708333,0.699487,0.139659,0.126150,0.063270,0.244921,0.062923,0.023762,0.006761,0.002471,0.003743,0.002528,0.001650,0.003255,7
proposed_failed_rollout_audit,occluded_push_recovery,friction_shift,0.748016,0.713740,0.128208,0.118297,0.058031,0.239435,0.056995,0.049853,0.005506,0.004005,0.005047,0.002151,0.002501,0.001708,7
proposed_failed_rollout_audit,occluded_push_recovery,nominal,0.763889,0.733787,0.118808,0.108702,0.051565,0.228775,0.052352,0.048986,0.007785,0.004043,0.001747,0.001762,0.001477,0.002089,7
proposed_failed_rollout_audit,occluded_push_recovery,occlusion_persistence,0.740079,0.705311,0.134504,0.122438,0.060307,0.241845,0.058909,0.025002,0.006729,0.003516,0.004764,0.001045,0.002585,0.003212,7
proposed_failed_rollout_audit,occluded_push_recovery,payload_shift,0.706349,0.696055,0.142152,0.127925,0.063230,0.244571,0.063031,0.058030,0.007459,0.002582,0.002924,0.002392,0.003284,0.001630,7
proposed_failed_rollout_audit,payload_handover,actuator_lag,0.750000,0.709967,0.134689,0.124275,0.061928,0.241086,0.061573,0.051445,0.005702,0.004064,0.003209,0.001928,0.003780,0.002253,7
proposed_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,0.662698,0.685250,0.153232,0.138280,0.068096,0.254786,0.068450,0.031832,0.012219,0.002109,0.005947,0.002206,0.003285,0.002044,7
proposed_failed_rollout_audit,payload_handover,compliance_shift,0.726190,0.708060,0.130440,0.123838,0.061661,0.238525,0.062330,0.029532,0.010012,0.003105,0.005913,0.002226,0.002467,0.002822,7
proposed_failed_rollout_audit,payload_handover,contact_mode_flip,0.718254,0.700819,0.138653,0.129713,0.061864,0.244836,0.062596,0.065267,0.003801,0.004592,0.004094,0.002815,0.002898,0.002955,7
proposed_failed_rollout_audit,payload_handover,friction_shift,0.759921,0.708509,0.130799,0.116672,0.058955,0.236441,0.061377,0.048155,0.010797,0.002216,0.003584,0.002640,0.002155,0.002013,7
proposed_failed_rollout_audit,payload_handover,nominal,0.753968,0.730359,0.117182,0.107718,0.050960,0.227141,0.052058,0.044736,0.008576,0.002538,0.002845,0.001662,0.001750,0.003144,7
proposed_failed_rollout_audit,payload_handover,occlusion_persistence,0.712302,0.708679,0.133716,0.124580,0.059865,0.242974,0.060140,0.034492,0.007783,0.005570,0.001593,0.002394,0.002638,0.003615,7
proposed_failed_rollout_audit,payload_handover,payload_shift,0.710317,0.691998,0.138945,0.130321,0.064690,0.242113,0.064978,0.029955,0.009316,0.001789,0.005257,0.002214,0.002026,0.001432,7
proposed_failed_rollout_audit,peg_insert_with_lag,actuator_lag,0.696429,0.707182,0.140421,0.130956,0.062211,0.242526,0.062464,0.035854,0.003428,0.005425,0.003193,0.002430,0.002871,0.001524,7
proposed_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,0.672619,0.673226,0.154474,0.145856,0.071363,0.253563,0.070444,0.034051,0.007997,0.006920,0.004322,0.000944,0.002344,0.002619,7
proposed_failed_rollout_audit,peg_insert_with_lag,compliance_shift,0.702381,0.701667,0.138350,0.126446,0.062210,0.242137,0.058469,0.040663,0.008571,0.002594,0.003817,0.001493,0.002816,0.002055,7
proposed_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,0.702381,0.689258,0.143504,0.132594,0.064190,0.244577,0.062179,0.037030,0.007342,0.003196,0.004922,0.002834,0.003251,0.002323,7
proposed_failed_rollout_audit,peg_insert_with_lag,friction_shift,0.720238,0.708703,0.132228,0.122891,0.060352,0.240666,0.059000,0.024078,0.006817,0.004835,0.002416,0.001442,0.002049,0.001352,7
proposed_failed_rollout_audit,peg_insert_with_lag,nominal,0.751984,0.726727,0.117322,0.106889,0.053813,0.228040,0.051489,0.027499,0.006493,0.003096,0.003450,0.002715,0.003246,0.001168,7
proposed_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,0.676587,0.696242,0.135601,0.127952,0.062210,0.241694,0.059859,0.042719,0.008479,0.005336,0.005289,0.001253,0.003794,0.003034,7
proposed_failed_rollout_audit,peg_insert_with_lag,payload_shift,0.678571,0.692026,0.142486,0.132466,0.064387,0.246194,0.063845,0.045017,0.004709,0.005574,0.005610,0.002193,0.003250,0.001861,7
scalar_uncertainty_planner,cluttered_navigation_grasp,actuator_lag,0.484127,0.337856,0.292120,0.280102,0.103673,0.150931,0.111072,0.024800,0.006080,0.004089,0.001824,0.000816,0.003406,0.001743,7
scalar_uncertainty_planner,cluttered_navigation_grasp,combined_hidden_mechanisms,0.408730,0.296926,0.328731,0.318360,0.118362,0.161752,0.129468,0.045185,0.003818,0.003167,0.002077,0.001315,0.002826,0.002758,7
scalar_uncertainty_planner,cluttered_navigation_grasp,compliance_shift,0.486111,0.344336,0.288266,0.279060,0.102717,0.147485,0.109379,0.035642,0.010767,0.004058,0.006006,0.002100,0.003607,0.001789,7
scalar_uncertainty_planner,cluttered_navigation_grasp,contact_mode_flip,0.486111,0.334405,0.297771,0.289151,0.109529,0.153452,0.115770,0.040725,0.014507,0.003556,0.003179,0.002624,0.002619,0.001862,7
scalar_uncertainty_planner,cluttered_navigation_grasp,friction_shift,0.519841,0.352850,0.283355,0.273539,0.101518,0.148716,0.106592,0.029617,0.003030,0.003285,0.002608,0.002606,0.002907,0.002389,7
scalar_uncertainty_planner,cluttered_navigation_grasp,nominal,0.557540,0.375599,0.250997,0.244357,0.088026,0.138189,0.092121,0.028753,0.006469,0.001490,0.003630,0.000794,0.003912,0.002801,7
scalar_uncertainty_planner,cluttered_navigation_grasp,occlusion_persistence,0.466270,0.334344,0.291373,0.279411,0.103096,0.150291,0.111769,0.050004,0.004016,0.003420,0.003155,0.001320,0.003396,0.002032,7
scalar_uncertainty_planner,cluttered_navigation_grasp,payload_shift,0.468254,0.330985,0.301866,0.290714,0.107657,0.151546,0.116422,0.053037,0.008573,0.003137,0.001875,0.002965,0.003195,0.001435,7
scalar_uncertainty_planner,deformable_bin_pick,actuator_lag,0.494048,0.333268,0.295054,0.287602,0.105719,0.149909,0.112666,0.078552,0.005757,0.003863,0.003578,0.001963,0.001691,0.001818,7
scalar_uncertainty_planner,deformable_bin_pick,combined_hidden_mechanisms,0.390873,0.307394,0.328792,0.317456,0.118210,0.159875,0.131072,0.038694,0.002578,0.004295,0.002020,0.001926,0.003155,0.001940,7
scalar_uncertainty_planner,deformable_bin_pick,compliance_shift,0.486111,0.343024,0.287083,0.275837,0.102381,0.147741,0.106951,0.053132,0.005485,0.004502,0.005144,0.001767,0.003133,0.002904,7
scalar_uncertainty_planner,deformable_bin_pick,contact_mode_flip,0.482143,0.338009,0.295252,0.289773,0.108703,0.151566,0.113662,0.043130,0.002376,0.004340,0.003844,0.001942,0.002938,0.001765,7
scalar_uncertainty_planner,deformable_bin_pick,friction_shift,0.478175,0.350670,0.282677,0.273201,0.100033,0.147226,0.106910,0.047097,0.007487,0.003997,0.002639,0.002717,0.002367,0.001985,7
scalar_uncertainty_planner,deformable_bin_pick,nominal,0.569444,0.374678,0.253054,0.244771,0.089886,0.140042,0.091476,0.037570,0.007860,0.004171,0.002915,0.002349,0.004252,0.003087,7
scalar_uncertainty_planner,deformable_bin_pick,occlusion_persistence,0.486111,0.332715,0.293207,0.283060,0.102478,0.152342,0.110711,0.057287,0.009188,0.004781,0.004822,0.002846,0.002904,0.002227,7
scalar_uncertainty_planner,deformable_bin_pick,payload_shift,0.432540,0.330500,0.301735,0.295131,0.107686,0.153447,0.116964,0.025501,0.009957,0.004624,0.003258,0.001835,0.002106,0.001876,7
scalar_uncertainty_planner,drawer_contact_repair,actuator_lag,0.478175,0.340347,0.287482,0.280271,0.100360,0.151239,0.115272,0.027772,0.003762,0.004010,0.003272,0.003816,0.002308,0.002294,7
scalar_uncertainty_planner,drawer_contact_repair,combined_hidden_mechanisms,0.456349,0.307802,0.319748,0.313294,0.113802,0.159126,0.129762,0.043013,0.009775,0.006805,0.003484,0.001251,0.004614,0.001451,7
scalar_uncertainty_planner,drawer_contact_repair,compliance_shift,0.533730,0.351558,0.280354,0.273520,0.098210,0.148600,0.110009,0.032459,0.004832,0.002034,0.003169,0.002004,0.003601,0.003356,7
scalar_uncertainty_planner,drawer_contact_repair,contact_mode_flip,0.541667,0.336673,0.292525,0.282129,0.105906,0.150121,0.111995,0.075609,0.003730,0.004064,0.003875,0.001994,0.001415,0.002028,7
scalar_uncertainty_planner,drawer_contact_repair,friction_shift,0.537698,0.354481,0.275008,0.266889,0.098625,0.147502,0.105589,0.035000,0.006749,0.004048,0.001990,0.001456,0.002894,0.004025,7
scalar_uncertainty_planner,drawer_contact_repair,nominal,0.549603,0.388201,0.247501,0.238768,0.086885,0.138993,0.091413,0.037030,0.004575,0.003358,0.001281,0.002095,0.003401,0.001983,7
scalar_uncertainty_planner,drawer_contact_repair,occlusion_persistence,0.486111,0.347806,0.284409,0.277383,0.099868,0.147263,0.110448,0.053463,0.008814,0.002833,0.003311,0.003092,0.003094,0.002073,7
scalar_uncertainty_planner,drawer_contact_repair,payload_shift,0.478175,0.336018,0.292837,0.285141,0.103822,0.152639,0.115539,0.025796,0.008358,0.003263,0.004104,0.002064,0.003759,0.001676,7
scalar_uncertainty_planner,occluded_push_recovery,actuator_lag,0.498016,0.332319,0.291135,0.283295,0.102817,0.150346,0.112434,0.031673,0.006289,0.003714,0.004803,0.000946,0.003135,0.001742,7
scalar_uncertainty_planner,occluded_push_recovery,combined_hidden_mechanisms,0.420635,0.307445,0.326013,0.317262,0.116462,0.163266,0.127806,0.039276,0.005952,0.002569,0.001479,0.001564,0.001510,0.002477,7
