method,split,seed,mean_success_rate,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,ci95_success_rate,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,groups
scalar_uncertainty_planner,in_distribution,5,0.594907,0.390179,0.247212,0.241842,0.091265,0.138598,0.097023,0.021434,0.006758,0.005200,0.005839,0.002160,0.001674,0.002802,48
scalar_uncertainty_planner,in_distribution,6,0.580440,0.392820,0.248106,0.242688,0.091911,0.138436,0.096698,0.022839,0.006595,0.005952,0.005622,0.002335,0.001918,0.002653,48
scalar_uncertainty_planner,long_horizon,0,0.531539,0.375466,0.262694,0.256373,0.095957,0.141666,0.102116,0.019616,0.006085,0.005962,0.005971,0.002231,0.002194,0.003052,48
scalar_uncertainty_planner,long_horizon,1,0.543981,0.371409,0.263091,0.256536,0.096456,0.142158,0.102078,0.020478,0.006507,0.006123,0.006130,0.002332,0.001884,0.002710,48
scalar_uncertainty_planner,long_horizon,2,0.537905,0.375755,0.263147,0.255092,0.095683,0.142363,0.102174,0.019176,0.006211,0.005785,0.005856,0.002200,0.002202,0.002761,48
scalar_uncertainty_planner,long_horizon,3,0.537616,0.374747,0.263570,0.256634,0.096714,0.142856,0.102283,0.021475,0.006120,0.005925,0.006226,0.002421,0.002187,0.002826,48
scalar_uncertainty_planner,long_horizon,4,0.544271,0.369743,0.261241,0.255300,0.095463,0.143097,0.101801,0.019260,0.006622,0.005847,0.005753,0.002320,0.001798,0.002736,48
scalar_uncertainty_planner,long_horizon,5,0.542535,0.373329,0.262911,0.257200,0.096341,0.142775,0.101803,0.019561,0.005791,0.006082,0.006109,0.002221,0.002090,0.003077,48
scalar_uncertainty_planner,long_horizon,6,0.538194,0.373624,0.264001,0.257554,0.095391,0.141802,0.101526,0.019746,0.006430,0.005708,0.006108,0.002326,0.001844,0.002749,48
scalar_uncertainty_planner,sparse_observation,0,0.510127,0.346039,0.286277,0.279121,0.103083,0.149909,0.110584,0.017623,0.006653,0.006098,0.006011,0.002271,0.001824,0.002931,48
scalar_uncertainty_planner,sparse_observation,1,0.508681,0.343144,0.288092,0.279055,0.101834,0.149569,0.109859,0.018351,0.006628,0.005546,0.005900,0.002318,0.002089,0.002952,48
scalar_uncertainty_planner,sparse_observation,2,0.515625,0.342287,0.288171,0.278959,0.103193,0.149387,0.111648,0.018811,0.005512,0.005949,0.005834,0.002151,0.002033,0.002846,48
scalar_uncertainty_planner,sparse_observation,3,0.515336,0.344405,0.288617,0.280377,0.103561,0.148100,0.110564,0.019236,0.005798,0.005913,0.005966,0.002304,0.002103,0.002847,48
scalar_uncertainty_planner,sparse_observation,4,0.503762,0.342279,0.287779,0.278855,0.103357,0.149382,0.111570,0.020388,0.006982,0.006222,0.005793,0.002220,0.002179,0.003022,48
scalar_uncertainty_planner,sparse_observation,5,0.505208,0.343256,0.287304,0.279594,0.102474,0.149315,0.109799,0.022675,0.006518,0.006025,0.005594,0.002259,0.002004,0.002756,48
scalar_uncertainty_planner,sparse_observation,6,0.507523,0.345131,0.287623,0.279866,0.103762,0.149734,0.110252,0.017608,0.006444,0.005845,0.005814,0.002268,0.002074,0.003040,48
